2016-09-16 14:44:14,512 []
2016-09-16 14:44:16,154 got process_pong
2016-09-16 14:44:16,154 []
2016-09-16 14:44:16,155 []
2016-09-16 14:44:20,156 got process_pong
2016-09-16 14:44:20,156 []
2016-09-16 14:44:20,157 []
2016-09-16 14:44:25,206 got process_pong
2016-09-16 14:44:25,206 []
2016-09-16 14:44:25,207 []
2016-09-16 14:44:28,105 got process_pong
2016-09-16 14:44:28,106 []
2016-09-16 14:44:28,106 []
2016-09-16 14:44:32,899 Initialized in: /Users/rthosfelt/bin/python-rtmbot
2016-09-16 14:44:32,926 Starting new HTTPS connection (1): slack.com
2016-09-16 14:44:33,870 /Users/rthosfelt/bin/python-rtmbot/plugins/channel_finder.py
2016-09-16 14:44:33,871 /Users/rthosfelt/bin/python-rtmbot/plugins/repeat.py
2016-09-16 14:44:33,872 []
2016-09-16 14:44:33,872 got process_hello
2016-09-16 14:44:33,872 []
2016-09-16 14:44:33,872 []
2016-09-16 14:44:33,976 got process_reconnect_url
2016-09-16 14:44:33,977 []
2016-09-16 14:44:33,977 []
2016-09-16 14:44:34,080 got process_pong
2016-09-16 14:44:34,080 []
2016-09-16 14:44:34,081 []
2016-09-16 14:44:34,811 got process_presence_change
2016-09-16 14:44:34,811 []
2016-09-16 14:44:34,812 []
2016-09-16 14:44:37,151 got process_pong
2016-09-16 14:44:37,151 []
2016-09-16 14:44:37,151 []
2016-09-16 14:44:40,425 got process_message
2016-09-16 14:44:40,425 []
2016-09-16 14:44:40,426 []
2016-09-16 14:44:41,145 got process_pong
2016-09-16 14:44:41,145 []
2016-09-16 14:44:41,146 []
2016-09-16 14:44:46,216 got process_pong
2016-09-16 14:44:46,217 []
2016-09-16 14:44:46,217 []
2016-09-16 14:44:49,198 got process_pong
2016-09-16 14:44:49,198 []
2016-09-16 14:44:49,199 []
2016-09-16 14:44:49,612 got process_user_typing
2016-09-16 14:44:49,612 []
2016-09-16 14:44:49,612 []
2016-09-16 14:44:51,567 got process_message
2016-09-16 14:44:51,567 []
2016-09-16 14:44:51,568 []
2016-09-16 14:44:53,111 got process_pong
2016-09-16 14:44:53,112 []
2016-09-16 14:44:53,112 []
2016-09-16 14:44:57,147 got process_pong
